v0(m/s), theta(degree), b, t(s), R(m)
30,30,0.0,3.060999999999774,79.5271128295263
30,30,0.1,5.980000000000332,65.7683163073318
30,30,0.2,8.780000000000573,55.694591159308345
30,30,0.30000000000000004,11.478999999999077,48.05540251489901
30,30,0.4,14.091999999997629,42.10134734984786
